mean_x,std_x,min_x,max_x,energy_x,mean_y,std_y,min_y,max_y,energy_y,mean_z,std_z,min_z,max_z,energy_z,mean_magnitude,std_magnitude,min_magnitude,max_magnitude,energy_magnitude,activity,subject_id
-1.000109719987,1.8925801202508301,-6.492264,3.6513977,454.6260368465435,9.619471937,3.986348322712091,2.6841736,18.676529,10826.630356722013,0.34059326009300006,2.0827604247622378,-4.93573,6.4721985,441.05158459069975,10.036321809781963,4.081904426806593,2.95428151635407,19.337959741330273,11722.307978159257,walking,1600
-1.3445086713799994,2.100091503480239,-8.082993,2.628891,617.3984047176006,9.521805569,4.066768702947797,1.6477356,18.787323,10703.800290028237,0.47311523666,2.4435271610187788,-9.686493,8.261765,613.4954763929975,10.067196680463846,4.263835792440305,2.3171880556074345,21.165828220685032,11934.694171138835,walking,1600
-1.5136622700400004,2.453901269710897,-8.111908,3.6415863,825.2588594816511,9.580594620000001,4.107310249631644,1.2228546,18.672226,10848.90907846348,0.56643462634,2.431628741352297,-7.444763,8.010345,617.4538338329785,10.20546871167117,4.353638451983322,2.008687925611633,20.879613938182988,12291.621771778113,walking,1600
-1.4962802043899999,2.116861345746824,-8.181854,3.257019,667.5145387595264,9.551068261000001,4.078215507795348,1.483902,18.526184,10768.842823702382,0.29782867106,2.0337888292181354,-6.5221252,4.545944,418.3635949139314,10.028708818345887,4.260721356219303,2.3061817281339607,18.91727728051349,11854.72095737584,walking,1600
-1.6440368639399998,2.244849029076238,-8.546417,5.3017273,769.1810901704754,9.362706922000001,3.8389994736509325,1.3636627,18.914047,10225.081869637192,0.50279708503,2.2990647612090336,-6.078949,6.125534,548.5646697185484,9.97681986584518,4.00647728838724,1.887440518971919,18.943003373207397,11542.827629526217,walking,1600
-1.7291630553299995,2.194289018595644,-8.815857,1.4337921,775.676012607632,9.409138183000001,3.816354334082598,1.5604553,17.18843,10295.079614602686,0.44715179624999996,2.2427597872605824,-5.3634186,6.8856354,517.9616477609203,9.990866173447676,4.028906392705494,2.347757934520635,18.6220731989021,11588.71727497124,walking,1600
-1.7385743673809997,2.0025531499949265,-6.69606,2.1112823,699.2757758283301,9.543853591500003,4.077669588368558,0.96232605,18.967987,10754.625675517418,0.42984100205,2.1769779612627267,-5.680649,6.2303314,487.66040004287294,10.111845876210312,4.1640830158976865,2.6659561989345217,19.837501303985455,11941.561851388622,walking,1600
-1.7546493551800004,2.0260206063443342,-6.785095,2.598297,714.2506261992135,9.542094682,3.976823875693609,1.9608154,18.278687,10670.854777715655,0.5621047987800002,2.2098662902027173,-6.0628967,7.270691,515.0635735180082,10.100174113125439,4.142435317841981,2.9480607669483594,18.923589232561618,11900.168977432877,walking,1600
-0.9112258954199999,1.726062024745963,-6.300293,3.9942017,377.9829844621413,9.726208974999999,3.45263898390607,2.1773071,19.023804,10640.06498190266,0.81707412159,1.7791517305532565,-5.1497803,7.3223114,380.1337191699411,10.101535437436825,3.4729544755798236,3.1712598211350316,19.048347740038164,11398.18168553474,walking,1600
-1.242931060446,1.988936924708109,-6.7518463,2.4566956,546.1189010584094,9.548005342,3.824927887261171,2.0621185,19.243439,10564.817862018124,0.42280181373000003,2.1696503742408613,-5.2469025,7.636429,483.90702926724515,10.002651821235283,4.0069881465563,2.3314748679009583,21.65636096823909,11594.84379234378,walking,1600
-1.53403091179,2.021924396298313,-8.971283,2.0750732,640.0547320030096,9.598563879999999,3.794948559028566,2.0131683,18.939636,10639.00467784569,0.45503784384,2.0716247336555274,-5.52446,6.9627533,445.57721860489573,10.099747065524255,3.9237010328157482,2.601840258826952,19.130933246467666,11724.636628453596,walking,1600
-1.6510420218,2.3343066999634745,-9.943893,3.5868683,812.0437649548854,9.520399002,4.010764494350471,1.6323547,18.195755,10656.336666813355,0.13230331295,2.316105294137156,-5.900894,7.306076,532.8204462812405,10.144514267235362,4.156149036121972,2.106957657492824,19.895602215759926,12001.200878049485,walking,1600
-1.6830950858900002,2.044039090595571,-7.754318,3.9610138,696.912391399101,9.593092766000002,4.106408244236305,1.2073822,18.779556,10872.13915987301,0.15375823471,1.9659628149245343,-5.905182,4.6394806,385.0001286510474,10.099627620228828,4.208941748031902,1.4536470666835173,19.443832786244027,11954.05167992316,walking,1600
-1.9700886488400002,2.0939903691398074,-7.92305,2.5410461,822.2196993677981,9.554212944999998,3.8237900345241376,1.8450623,19.022385,10575.81415242504,0.42153502912,2.318438652990371,-5.847519,8.57135,549.9097990578207,10.183102444338795,3.992905465595157,2.134249814732163,21.854145921535117,11947.94365085066,walking,1600
-1.8703250212399996,1.913591928518164,-8.48468,1.5344696,712.3331413277375,9.606385352,3.5185623152189094,2.484314,18.004196,10453.911748953802,0.38704299944599996,2.2302192267485537,-6.2315063,8.677124,507.3941304785485,10.142659407224961,3.7420421093452436,3.1518277051811046,21.712515957856933,11673.639020760087,walking,1600
-1.9264216503399998,2.063572141758807,-7.135025,1.5591431,792.6847059299289,9.482903107999999,3.7124942309803433,1.2224579,17.906784,10357.023863662776,0.35875442119,2.298435953559616,-4.5870056,6.1029205,535.8684489012719,10.110126233330169,3.8456479049908516,2.530756745102913,19.987777481168543,11685.577018493977,walking,1600
-1.9422058105300002,1.9112854311340173,-7.174591,3.149109,738.8645289728989,9.448224918999998,3.8095534158616418,1.7180023,19.412567,10363.652437603261,0.4172598251600001,2.124873323643311,-5.422989,6.2240753,464.40415368082154,10.020041651191647,3.927110705838779,2.2492808342820005,20.058272569295113,11566.921120256982,walking,1600
-1.8670072975099998,1.7927093108346623,-6.2795715,1.5620575,666.7384855377352,9.640628051,3.7116433788698466,2.272049,17.958374,10658.024282391732,0.37001266740000005,2.105210740063174,-5.3516846,6.7615967,452.4502511513028,10.157320199194558,3.8403725305727465,2.8360714951182735,19.21793010880483,11777.213019080773,walking,1600
